Data from NQ51A06081_09-23-29-487.txt Node
Date: Tue Jan 01 09:23:29 IST 2019
User: han3-2
Spectrometer: NQ51A0608
Trigger mode: 0
Integration Time (sec): 1.700000E-2
Scans to average: 20
Nonlinearity correction enabled: false
Boxcar width: 2
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 512
>>>>>Begin Spectral Data<<<<<
898.623	3489.59
900.238	3505.83
901.852	3517.42
903.467	3548.31
905.081	3569.23
906.696	3600.64
908.31	3626.24
909.925	3660.28
911.54	3691.61
913.154	3742.8
914.769	3793.64
916.384	3866.95
917.998	3947.02
919.613	4043.21
921.228	4129.26
922.842	4222.37
924.457	4295.93
926.072	4370.06
927.686	4426.31
929.301	4487.5
930.916	4531.54
932.53	4585.43
934.145	4618.69
935.76	4663.99
937.374	4690.8
938.989	4728.76
940.604	4747.11
942.218	4779.84
943.833	4794.45
945.448	4823.44
947.062	4835.23
948.677	4859.54
950.291	4865.75
951.906	4883.59
953.521	4884.44
955.135	4900.63
956.75	4900.17
958.364	4915.68
959.979	4915.44
961.593	4933.47
963.208	4933.11
964.822	4951.47
966.437	4955.97
968.051	4977.34
969.666	4983.25
971.28	5007.89
972.895	5015.38
974.509	5037.4
976.123	5043.89
977.738	5067.13
979.352	5076.3
980.966	5104.1
982.58	5119.37
984.194	5152.17
985.809	5167.39
987.423	5198.3
989.037	5215.32
990.651	5249.38
992.265	5266.28
993.879	5303.76
995.493	5323.3
997.107	5360.6
998.721	5382.58
1000.335	5422.68
1001.948	5444.15
1003.562	5489.51
1005.176	5513.87
1006.79	5558.92
1008.403	5589.59
1010.017	5639.13
1011.63	5668.27
1013.244	5719.02
1014.857	5746.9
1016.471	5791
1018.084	5816.77
1019.697	5861.21
1021.311	5884.84
1022.924	5931
1024.537	5955.85
1026.15	5999.12
1027.763	6022.38
1029.376	6070.15
1030.989	6088.87
1032.602	6132.28
1034.215	6152.12
1035.828	6195.72
1037.44	6207.57
1039.053	6245.52
1040.666	6259.71
1042.278	6296.23
1043.89	6305.68
1045.503	6344.62
1047.115	6357.47
1048.727	6391.7
1050.34	6402.15
1051.952	6438.88
1053.564	6443.58
1055.176	6476.42
1056.788	6481.94
1058.4	6513.49
1060.011	6513.71
1061.623	6541.03
1063.235	6536.77
1064.846	6559.69
1066.458	6553.85
1068.069	6576.26
1069.68	6571
1071.292	6593.58
1072.903	6588.95
1074.514	6612.69
1076.125	6606.77
1077.736	6627.16
1079.347	6619.4
1080.957	6640.37
1082.568	6631.05
1084.179	6649.41
1085.789	6642.36
1087.399	6664.99
1089.01	6658.52
1090.62	6683.67
1092.23	6682.01
1093.84	6709.8
1095.45	6710.29
1097.06	6737.36
1098.67	6733.61
1100.279	6759.87
1101.889	6758.24
1103.498	6783.18
1105.108	6780.11
1106.717	6806.81
1108.326	6802.98
1109.935	6828.31
1111.544	6820.83
1113.153	6843.28
1114.762	6839.22
1116.371	6866.4
1117.979	6862.78
1119.588	6893.72
1121.196	6895.71
1122.804	6924.43
1124.412	6922.02
1126.02	6953.19
1127.628	6951.64
1129.236	6973.72
1130.844	6961.5
1132.451	6978.97
1134.059	6957.37
1135.666	6965.7
1137.273	6939.62
1138.88	6942.5
1140.487	6908.65
1142.094	6906.12
1143.701	6870.18
1145.307	6867.8
1146.914	6835.57
1148.52	6836.94
1150.126	6814.03
1151.733	6825.06
1153.339	6813.89
1154.944	6833.57
1156.55	6826.88
